ID,t,logFC,P.Value
HGNC:29599,3.510919549,0.219225693,0.00622905
HGNC:24808,3.449618321,0.218665518,0.006875407
HGNC:10781,2.236257006,0.218528435,0.05108858
HGNC:9284,2.175918175,0.218186551,0.05645008
HGNC:53807,3.614454712,0.217862925,0.005277417
HGNC:740,2.397818494,0.217723932,0.039064108
HGNC:14583,3.446513744,0.217635277,0.006909945
HGNC:26010,4.492153658,0.217570147,0.001368056
HGNC:31446,2.816869708,0.217336475,0.019430947
HGNC:9378,2.569097656,0.217315531,0.029362281
HGNC:16826,4.976806163,0.217058015,0.000680008
HGNC:405,2.621409246,0.21704875,0.026909108
HGNC:16976,3.776830163,0.216925751,0.004079591
HGNC:19355,4.737885803,0.216906222,0.00095572
HGNC:28857,4.174621973,0.216805469,0.002202705
HGNC:29271,2.744784973,0.216570254,0.021907521
HGNC:21641,4.543023549,0.21650031,0.001269246
HGNC:7962,1.564472088,0.216422446,0.150879755
HGNC:9770,2.56310263,0.215910226,0.029657344
HGNC:1421,3.780887985,0.215811067,0.004053598
HGNC:43,3.181941323,0.215804449,0.010628455
HGNC:17333,3.003201056,0.215624528,0.014265742
HGNC:23160,3.406080503,0.215465254,0.007376618
HGNC:17585,5.173581843,0.215450197,0.000516963
HGNC:76,4.278123473,0.215168763,0.001883001
HGNC:16459,2.224051785,0.215046698,0.052131548
HGNC:26487,3.713019248,0.214592234,0.004512184
HGNC:7745,4.300757158,0.214465435,0.001819886
HGNC:28073,2.63506541,0.214150691,0.026303224
HGNC:4004,3.53046942,0.214063758,0.006036508
HGNC:14884,4.750869143,0.213924374,0.000938006
HGNC:12907,4.547529044,0.213822095,0.001260869
HGNC:24025,3.689654295,0.213640317,0.004682399
HGNC:28593,2.562373172,0.213581111,0.029693448
HGNC:26942,4.334319439,0.213555751,0.001730401
HGNC:24118,2.109281053,0.213003652,0.063004144
HGNC:20798,2.958074829,0.21291361,0.015371606
HGNC:31252,3.279154686,0.212627933,0.009066171
HGNC:7945,2.40263119,0.212316877,0.038752351
HGNC:13098,3.146382666,0.212086622,0.01126716
HGNC:10025,2.03731628,0.212082131,0.07090258
HGNC:24913,3.564680542,0.211687401,0.005714374
HGNC:13094,3.59903229,0.211493543,0.005408943
HGNC:18318,4.538908089,0.211327223,0.00127695
HGNC:19874,4.314007655,0.211244009,0.001783983
HGNC:1132,5.053386066,0.211094838,0.000610792
HGNC:12410,4.960857705,0.210993404,0.000695455
HGNC:19231,3.602365839,0.210781397,0.005380226
HGNC:38518,3.979009399,0.210645265,0.002974609
HGNC:29523,3.687729827,0.210491153,0.004696716
HGNC:30062,1.567245794,0.210185345,0.15023409
HGNC:11589,4.495745736,0.210142147,0.001360816
HGNC:25727,3.307270154,0.209852372,0.008660138
HGNC:19919,3.902339444,0.209568964,0.003351048
HGNC:30587,3.341353918,0.209535382,0.008193054
HGNC:24558,2.799395813,0.209518253,0.020003957
HGNC:10534,4.316324748,0.209505322,0.001777783
HGNC:19423,3.392830101,0.209488658,0.007536588
HGNC:13093,3.026162837,0.209463973,0.013734636
HGNC:3017,3.760353662,0.209432434,0.004186945
HGNC:12958,2.679313388,0.209391321,0.024432608
HGNC:20473,4.522530282,0.209256499,0.001308105
HGNC:16900,4.173142467,0.209076824,0.002207672
HGNC:25332,4.089666054,0.20906993,0.002508087
HGNC:13916,2.745263637,0.208952507,0.021890065
HGNC:30434,3.626103746,0.208873961,0.005180293
HGNC:37246,3.026045237,0.20856961,0.013737304
HGNC:49451,3.940436591,0.208406654,0.003158082
HGNC:26995,3.08600375,0.208369863,0.012443711
HGNC:8087,2.593070914,0.208302735,0.028211417
HGNC:12397,3.648799318,0.208263156,0.004996401
HGNC:26559,2.875386154,0.207669772,0.017630558
HGNC:13934,4.023903687,0.207357669,0.002775142
HGNC:11118,4.024040848,0.207315708,0.002774555
HGNC:13851,2.224992837,0.207059688,0.052050401
HGNC:15763,3.255716716,0.206925635,0.0094197
HGNC:20399,3.409516189,0.206826958,0.007335718
HGNC:34187,2.24780916,0.206822975,0.050120153
HGNC:31428,4.068346589,0.206791893,0.002591554
HGNC:6905,3.450936905,0.206769275,0.006860793
HGNC:23572,1.870753763,0.206689416,0.092948607
HGNC:28324,1.659979812,0.206501766,0.130018634
HGNC:5012,4.766426063,0.206111598,0.000917243
HGNC:3153,3.380009443,0.206041594,0.007694803
HGNC:20853,5.076708842,0.205932641,0.000591245
HGNC:21222,3.59025858,0.205812095,0.005485293
HGNC:25850,4.076771155,0.205618532,0.002558226
HGNC:4055,4.303018944,0.205503853,0.001813704
HGNC:12928,2.507038583,0.205489269,0.032564004
HGNC:26512,3.656369172,0.205446086,0.004936597
HGNC:15759,2.545579481,0.205386857,0.030536888
HGNC:32567,2.911540582,0.205311548,0.016603915
HGNC:5960,2.921269492,0.204879178,0.016338199
HGNC:27366,2.85563702,0.204777875,0.01821841
HGNC:23385,3.785133006,0.204745976,0.004026593
HGNC:33849,2.857216807,0.204654965,0.018170661
HGNC:7056,1.966568941,0.204373088,0.079582568
HGNC:4553,3.775344452,0.204360339,0.004089152
HGNC:20663,3.746409847,0.203926197,0.004280116
HGNC:18873,1.708132971,0.203787588,0.120520227
HGNC:11363,4.114563469,0.203772771,0.002414199
HGNC:19692,4.245452851,0.203571162,0.001978235
HGNC:36495,3.811086578,0.203560823,0.003865544
HGNC:24943,3.577232794,0.203499569,0.00560073
HGNC:37737,2.7340045,0.203294413,0.022304426
HGNC:24500,3.243972957,0.203021464,0.009602171
HGNC:13150,3.378001039,0.202967192,0.007719899
HGNC:8097,3.070018053,0.20263397,0.012775868
HGNC:30450,3.881464824,0.202605166,0.003462015
HGNC:19855,2.627579266,0.202455231,0.026633647
HGNC:14255,3.642687638,0.202235792,0.005045239
HGNC:51497,3.816212026,0.202166879,0.003834548
HGNC:29379,3.131097853,0.202155808,0.011553735
HGNC:16473,2.497310451,0.202119679,0.033096511
HGNC:10241,3.925162443,0.201898432,0.003234001
HGNC:12887,3.846547281,0.201753888,0.003656371
HGNC:31012,2.724733362,0.201585995,0.022651564
HGNC:26640,1.774242187,0.201401218,0.108510033
HGNC:1364,3.251080888,0.201358044,0.009491298
HGNC:1723,2.544556647,0.201307137,0.030589024
HGNC:26834,3.050225337,0.200918538,0.013199779
HGNC:9690,3.735406916,0.20087498,0.004355171
HGNC:30621,3.357669042,0.200860483,0.007978795
HGNC:23770,4.105948574,0.200806085,0.002446258
HGNC:13339,4.732901536,0.200594927,0.000962614
HGNC:19246,3.158833708,0.20048721,0.01103913
HGNC:6741,3.074984482,0.200432094,0.01267171
HGNC:29597,2.392322339,0.200401681,0.039423168
HGNC:33104,3.782976185,0.200393986,0.00404029
HGNC:4915,4.489787844,0.200313263,0.001372846
HGNC:29911,3.46107767,0.19991907,0.006749472
HGNC:9799,4.085783621,0.19986155,0.002523073
HGNC:24477,3.312809205,0.199707052,0.008582391
HGNC:6004,3.074287143,0.199575664,0.012686282
HGNC:24116,4.050057112,0.199561643,0.002665501
HGNC:5228,2.42738321,0.199509981,0.037187389
HGNC:17155,3.127562397,0.199425932,0.011621084
HGNC:13068,2.084377829,0.199298573,0.065636807
HGNC:17203,3.817895584,0.199274971,0.003824424
HGNC:1990,4.815691999,0.199120162,0.000854671
HGNC:1246,3.45505601,0.199039533,0.006815346
HGNC:12710,3.345435519,0.198890541,0.008138898
HGNC:3976,3.025642097,0.19877648,0.013746453
HGNC:4834,3.797617788,0.198232772,0.003948259
HGNC:8946,3.171959731,0.198148884,0.010803883
HGNC:11580,3.614688499,0.198042114,0.00527545
HGNC:5439,3.125731435,0.198017762,0.011656121
HGNC:27015,2.987064321,0.197983745,0.014651527
HGNC:10925,2.456301209,0.197726096,0.035438107
HGNC:468,3.37705591,0.197645269,0.007731738
HGNC:26687,3.574940966,0.197438292,0.005621302
HGNC:28997,4.332495749,0.197328187,0.001735142
HGNC:18168,2.396640826,0.197243574,0.039140772
HGNC:6398,3.504978506,0.197097922,0.006288823
HGNC:12412,3.206244268,0.196987032,0.010213506
HGNC:20923,3.469889873,0.196946138,0.006654263
HGNC:34347,4.31095471,0.196775048,0.001792188
HGNC:10927,2.878597686,0.196695368,0.017536804
HGNC:29125,3.33337326,0.196620803,0.008300026
HGNC:37639,3.490919408,0.196535286,0.006432667
HGNC:28039,2.382774223,0.196441177,0.040054699
HGNC:29616,3.077057837,0.196241506,0.012628485
HGNC:31805,2.843544494,0.196013479,0.018588153
HGNC:26678,4.479788508,0.195984599,0.001393292
HGNC:7905,3.910968506,0.195834662,0.003306278
HGNC:13564,2.414601242,0.195824739,0.037987572
HGNC:29277,3.322048398,0.195737368,0.008454315
HGNC:24640,3.537885724,0.19571398,0.005965101
HGNC:13058,3.690139377,0.195570586,0.004678797
HGNC:16850,3.768720841,0.195547674,0.004132062
HGNC:27310,3.508481954,0.195522547,0.006253503
HGNC:12948,3.467758884,0.195512043,0.006677158
HGNC:19902,2.017710143,0.195337739,0.073213346
HGNC:44291,1.735257668,0.195310541,0.115452336
HGNC:24722,4.319660405,0.195263019,0.001768897
HGNC:17211,3.286952603,0.19523544,0.008951619
HGNC:23414,4.329533458,0.19513595,0.001742871
HGNC:24635,3.157201203,0.195049722,0.011068755
HGNC:8659,3.888223205,0.194974147,0.00342567
HGNC:15464,2.71302085,0.194876488,0.023097922
HGNC:19819,2.67007774,0.194859639,0.024811678
HGNC:23999,3.794731799,0.194851191,0.003966223
HGNC:20324,2.999257739,0.194707148,0.014359046
HGNC:25313,3.455862108,0.194613837,0.006806489
HGNC:40802,2.830341135,0.194515381,0.019000574
HGNC:12953,3.333005413,0.194406185,0.008304991
HGNC:25444,4.525893618,0.194284651,0.001301642
HGNC:26323,4.05978412,0.194165777,0.002625899
HGNC:20635,3.041057156,0.194085088,0.013401003
HGNC:13452,4.30605678,0.193976812,0.001805436
HGNC:20343,3.996616672,0.193824156,0.002894631
HGNC:18870,4.077384238,0.193802834,0.002555818
HGNC:52259,2.551294544,0.193414172,0.030247205
HGNC:29036,3.52705288,0.193306932,0.006069704
HGNC:30806,3.336908067,0.193182166,0.008252468
HGNC:31923,1.79821814,0.193154345,0.104433496
HGNC:16941,3.564930966,0.193044824,0.005712083
HGNC:13154,2.929204197,0.192862105,0.016124698
HGNC:25594,3.696192262,0.192744541,0.004634101
HGNC:9072,2.774519292,0.192619985,0.020849394
HGNC:24949,3.208267598,0.192534021,0.010179723
HGNC:30346,2.911857126,0.192252804,0.016595201
HGNC:25970,2.908244671,0.192098381,0.016694929
HGNC:914,2.920756825,0.192080201,0.016352092
HGNC:33800,2.623202591,0.191926476,0.02682875
HGNC:44417,3.822683363,0.191876915,0.003795786
HGNC:11351,3.396920389,0.191695113,0.007486825
HGNC:1248,2.476356398,0.191573346,0.034273105
HGNC:17817,3.867187765,0.191502844,0.003540135
HGNC:52421,4.101446738,0.191130761,0.002463189
HGNC:25941,2.892784857,0.191024807,0.017128672
HGNC:20273,3.310592163,0.190949909,0.008613423
HGNC:18441,3.999918365,0.19069934,0.002879889
HGNC:4828,2.709112879,0.190500581,0.023248819
HGNC:30299,2.790014933,0.190478412,0.020318614
HGNC:19942,4.654750465,0.190459042,0.001077971
HGNC:12109,3.381347344,0.190383512,0.007678132
HGNC:28755,2.437197103,0.190324959,0.036584354
HGNC:13670,3.773921755,0.190142964,0.004098329
HGNC:18795,3.992265502,0.190085316,0.002914182
HGNC:29615,1.853433662,0.190076278,0.095578835
HGNC:12120,4.059587121,0.189957463,0.002626695
HGNC:2527,3.913074807,0.189838079,0.003295445
HGNC:33101,1.968893402,0.189714259,0.079282024
HGNC:44142,3.378305193,0.189696783,0.007716093
HGNC:24051,2.27588288,0.189595485,0.047840728
HGNC:14293,3.780785173,0.189398346,0.004054255
HGNC:28150,4.197005559,0.18932961,0.002128984
HGNC:4392,4.257035464,0.189312852,0.0019439
HGNC:26258,3.441870997,0.189212127,0.006961933
HGNC:26818,2.436057961,0.189180512,0.036653851
HGNC:44344,2.323615217,0.189094543,0.044195703
HGNC:44173,3.674030595,0.189051661,0.004799964
HGNC:26282,3.62542438,0.189013475,0.005185905
HGNC:18619,2.829500197,0.188946251,0.019027154
HGNC:4737,2.032240062,0.188904627,0.071494098
HGNC:16119,3.337549264,0.188742201,0.008243872
HGNC:28913,3.068872864,0.188678228,0.01280001
HGNC:9189,2.558561919,0.188659625,0.029882799
HGNC:13945,1.793714675,0.18838441,0.105188245
HGNC:42975,3.154745002,0.188313236,0.011113482
HGNC:3816,2.432893207,0.18822214,0.036847614
HGNC:17347,1.454992929,0.18821118,0.178401033
HGNC:19273,2.268211525,0.18818724,0.048453348
HGNC:10424,2.281058916,0.188155484,0.047431664
HGNC:2953,4.07666935,0.188141333,0.002558626
HGNC:28062,3.775637034,0.187710017,0.004087267
HGNC:27614,3.046560283,0.187675596,0.013279846
HGNC:4486,2.845152089,0.187623424,0.018538562
HGNC:18747,3.66834646,0.187606894,0.0048435
HGNC:21603,3.746006427,0.187599645,0.004282844
HGNC:27268,2.080467706,0.187360956,0.066059643
HGNC:18398,3.098498255,0.187103178,0.01219028
HGNC:26259,3.038174483,0.1870873,0.013464921
HGNC:20192,3.379813707,0.186778892,0.007697245
HGNC:32618,2.415724779,0.186527822,0.037916559
HGNC:8070,2.81224365,0.186456101,0.019581007
HGNC:10348,2.817804163,0.186450748,0.019400777
HGNC:15607,3.164020369,0.186295103,0.010945549
HGNC:13430,3.629029525,0.186182937,0.005156194
HGNC:9829,3.192720723,0.186139804,0.010442302
HGNC:23785,3.915816639,0.185930834,0.003281401
HGNC:27364,3.389314905,0.185739538,0.007579628
HGNC:25989,2.57396449,0.185714721,0.029124905
HGNC:12968,3.999226881,0.185672679,0.00288297
HGNC:4749,3.991221228,0.185521897,0.002918895
HGNC:6352,2.773721262,0.18512882,0.020877106
HGNC:4014,2.941465457,0.185079363,0.015800365
HGNC:1974,3.481193427,0.185023009,0.006534182
HGNC:12306,3.903717798,0.185004419,0.003343854
HGNC:18324,2.780576404,0.184722524,0.020640265
HGNC:16792,2.261021341,0.184637209,0.049034495
HGNC:23802,3.321551038,0.184624373,0.008461159
HGNC:23227,3.3551444,0.184486129,0.008011566
HGNC:25401,2.122858948,0.184449638,0.061611818
HGNC:28786,3.514035736,0.184433846,0.006197935
HGNC:26296,2.706468952,0.184406447,0.023351471
HGNC:23383,3.0240231,0.184381628,0.013783261
HGNC:28629,2.773125107,0.184270788,0.020897832
HGNC:6088,1.418557713,0.184238466,0.18848301
HGNC:21208,2.661488966,0.184195017,0.025169505
HGNC:37496,3.473670344,0.183871204,0.006613848
HGNC:17074,3.958788042,0.183840817,0.003069347
HGNC:17911,2.477112049,0.183779614,0.034229961
HGNC:399,2.149707487,0.1837639,0.05894543
HGNC:11579,4.11626564,0.183705432,0.002407918
HGNC:14430,3.141179008,0.183304189,0.011363893
HGNC:593,4.243928488,0.183296723,0.001982801
HGNC:1944,3.061975292,0.183187202,0.012946413
HGNC:21565,2.661423627,0.183124331,0.025172247
HGNC:30681,3.651788374,0.183117307,0.004972697
HGNC:29421,3.384080771,0.182759376,0.00764419
HGNC:3492,3.153955399,0.182688566,0.0111279
HGNC:23764,2.996509232,0.182513805,0.014424448
HGNC:14629,4.313189011,0.182362404,0.00178618
HGNC:25452,2.926217453,0.182248974,0.016204727
HGNC:18883,2.842694871,0.182166061,0.018614416
HGNC:32562,3.256715637,0.182033836,0.009404345
HGNC:17765,3.139919263,0.181908785,0.011387439
HGNC:9885,2.573380554,0.181897894,0.029153284
HGNC:11545,4.209521747,0.181824568,0.002088906
HGNC:20656,3.224536304,0.181636481,0.009912243
HGNC:7467,2.904597881,0.181563244,0.016796225
HGNC:17843,3.688399391,0.181282505,0.004691729
HGNC:11764,2.671937623,0.181230809,0.024734867
HGNC:25355,2.89683459,0.181194569,0.017013954
HGNC:714,3.635997081,0.181192646,0.005099275
HGNC:26548,3.437582073,0.181157737,0.00701032
HGNC:23179,3.709767722,0.181154244,0.004535478
HGNC:19440,3.755040994,0.181002696,0.00422219
HGNC:24343,1.275239625,0.180990944,0.232992751
HGNC:26475,3.176488022,0.180976404,0.010723931
HGNC:13764,2.583103632,0.180846045,0.028684323
HGNC:54112,3.588960068,0.18083689,0.005496688
HGNC:26462,2.532944251,0.180525832,0.0311872
HGNC:15774,3.027874889,0.180268769,0.013695857
HGNC:24368,2.015184197,0.179919203,0.073516217
HGNC:9785,1.562362729,0.179446505,0.151372422
HGNC:12523,1.946660345,0.179382553,0.082201174
HGNC:17012,4.324206685,0.179360461,0.001756862
HGNC:14523,3.853262492,0.179353456,0.00361812
HGNC:4910,2.692640798,0.17914275,0.023895848
HGNC:30812,3.496390432,0.179068239,0.006376288
HGNC:20529,3.836082656,0.179060361,0.003716831
HGNC:2529,3.507979681,0.179008589,0.006258554
HGNC:12856,3.538532587,0.178949017,0.005958915
HGNC:29303,4.142384449,0.178863052,0.002313672
HGNC:20243,1.995682344,0.178856917,0.075895013
HGNC:13422,4.113411803,0.178796973,0.002418459
HGNC:7875,1.916434438,0.178774264,0.086332711
HGNC:7660,3.912670597,0.17875001,0.003297521
HGNC:33776,3.7116598,0.178648002,0.004521908
HGNC:4543,3.197118441,0.178441154,0.010367325
HGNC:27642,2.19931534,0.178417946,0.054309223
HGNC:28136,2.330488887,0.178298583,0.043693747
HGNC:2755,3.440889411,0.178153836,0.006972976
HGNC:26220,3.237615394,0.178083431,0.009702474
HGNC:29668,2.451716168,0.178082733,0.03570992
HGNC:31865,2.286190983,0.1779729,0.047029451
HGNC:25067,2.967649722,0.177880018,0.015129855
HGNC:25081,2.302232917,0.177769352,0.045793606
HGNC:21290,2.715999914,0.177666411,0.022983557
HGNC:26288,2.877931445,0.177372253,0.017556211
HGNC:11469,2.390365125,0.177358001,0.039551817
HGNC:31746,1.805262685,0.177340509,0.103262919
HGNC:28222,4.178193191,0.177333171,0.002190764
HGNC:20877,2.831956759,0.177128798,0.018949613
HGNC:20308,3.263251698,0.17703096,0.009304516
HGNC:15754,3.518883221,0.177016746,0.006149856
HGNC:16775,2.406844123,0.176939391,0.038481463
HGNC:10069,3.37742841,0.176749181,0.00772707
HGNC:8487,2.536310605,0.176742634,0.031012602
HGNC:28646,2.519233016,0.17673169,0.031908525
HGNC:31422,2.340026289,0.176727458,0.043006532
HGNC:11906,3.768386926,0.176692707,0.004134238
HGNC:26719,3.595357593,0.176658844,0.005440785
HGNC:4526,3.791594235,0.176618926,0.003985851
HGNC:2288,3.411607855,0.176612714,0.007310934
HGNC:24472,4.097882445,0.176577853,0.002476683
HGNC:30935,3.912626048,0.176554311,0.00329775
HGNC:12305,3.285470104,0.176163073,0.008973281
HGNC:21747,2.270637068,0.175984386,0.048258825
HGNC:13104,2.089324069,0.175917413,0.065105645
HGNC:18828,2.710524186,0.175800519,0.023194211
HGNC:35412,2.258730284,0.175795874,0.049221095
HGNC:6902,3.524649367,0.17579109,0.006093171
HGNC:14373,3.041532637,0.175575303,0.013390491
HGNC:29508,2.756947998,0.17556137,0.021468275
HGNC:26759,3.681287853,0.175359377,0.004744975
HGNC:17264,2.796274472,0.175314018,0.020108102
HGNC:11150,3.129293674,0.175306972,0.011588054
HGNC:16713,2.999085833,0.175273295,0.014363127
HGNC:13505,2.88575399,0.175213977,0.017329711
HGNC:16645,2.222850715,0.175194706,0.052235295
HGNC:6063,4.026922971,0.175050523,0.002762245
HGNC:16942,3.949202492,0.175023102,0.003115363
HGNC:20575,2.603795214,0.174840425,0.027711307
HGNC:16725,2.845338988,0.174778411,0.018532806
HGNC:17393,2.867759724,0.174757452,0.017855245
HGNC:18610,2.995277315,0.174712044,0.014453861
HGNC:1349,2.62105038,0.174710483,0.026925217
HGNC:555,2.373825618,0.174683333,0.040655629
HGNC:5363,2.866812222,0.174574242,0.017883362
HGNC:27113,2.821608641,0.174518173,0.019278435
HGNC:9691,3.394055691,0.174485743,0.007521641
HGNC:25315,2.421513976,0.17439547,0.037552726
HGNC:27362,2.04805091,0.174386083,0.069667047
HGNC:4312,3.406280811,0.174375167,0.007374227
HGNC:11594,2.860199942,0.17435025,0.018080843
HGNC:26573,2.933493712,0.174259116,0.016010467
HGNC:29940,3.010856459,0.17414287,0.014086374
HGNC:23600,3.615959663,0.174136912,0.005264763
HGNC:26653,2.633735377,0.174108226,0.026361627
HGNC:16230,3.730618854,0.174039181,0.004388263
HGNC:27858,4.091017878,0.173859547,0.002502891
HGNC:11595,3.379973526,0.17361931,0.007695251
HGNC:24230,1.905573605,0.173316819,0.087864402
HGNC:26329,2.552837501,0.17330293,0.030169467
HGNC:19357,3.747962861,0.173241093,0.004269632
HGNC:20442,3.642517108,0.173188948,0.005046608
HGNC:1851,3.971158666,0.173059521,0.003011018
HGNC:24902,3.168015067,0.173053137,0.010874032
HGNC:16266,3.949336715,0.172985662,0.003114714
HGNC:18596,3.304111383,0.172891445,0.008704801
HGNC:26567,3.570887494,0.172856914,0.00565788
HGNC:15767,2.924717154,0.172593474,0.01624508
HGNC:21294,2.96418083,0.172500466,0.015216987
HGNC:2095,3.702269246,0.172492194,0.004589678
HGNC:26776,2.0781637,0.172399176,0.066310016
HGNC:33766,2.423840001,0.172351097,0.037407517
HGNC:19348,2.399173675,0.172198558,0.038976073
HGNC:19767,2.418887371,0.172182961,0.03771737
HGNC:19160,3.494249863,0.172113799,0.006398285
HGNC:28905,3.378627087,0.172058796,0.007712067
HGNC:29915,3.354816333,0.172050759,0.008015835
HGNC:21059,2.626881432,0.171965032,0.026664659
HGNC:6514,3.121661139,0.17188526,0.011734401
HGNC:21629,1.473092009,0.171879744,0.173568885
HGNC:811,2.65562612,0.171795026,0.025416739
HGNC:14959,3.294499784,0.171699923,0.008842176
HGNC:30541,3.298951428,0.171609896,0.008778273
HGNC:12660,3.752849367,0.171442119,0.00423682
HGNC:29006,2.848250414,0.171376243,0.018443366
HGNC:15822,3.555082268,0.171282635,0.005802898
HGNC:28759,2.092536851,0.17121241,0.064762847
HGNC:27114,2.714443828,0.17118425,0.023043223
HGNC:30093,2.008390148,0.171181504,0.074336779
HGNC:2769,2.98510655,0.171124348,0.014699052
HGNC:32669,2.496859363,0.170982037,0.033121412
HGNC:6216,3.117142037,0.170784276,0.011821946
HGNC:13229,2.454854906,0.170732428,0.035523625
HGNC:251,3.459116557,0.170655553,0.006770852
HGNC:28277,3.184509434,0.170613017,0.010583797
HGNC:966,2.226448554,0.170407559,0.051925116
HGNC:25305,2.51149841,0.170271424,0.032322737
HGNC:3986,3.405371568,0.170146347,0.007385087
