ID,t,logFC,P.Value
HGNC:4379,1.200310962,0.051014684,0.259541061
HGNC:30660,1.043859403,0.051013153,0.322782665
HGNC:29561,1.197750941,0.051006463,0.260489796
HGNC:54044,0.713021685,0.050956955,0.493239928
HGNC:29387,0.777487424,0.050948253,0.456089015
HGNC:25719,1.042245297,0.050943855,0.32349208
HGNC:30922,0.871685161,0.050938976,0.405203105
HGNC:16610,0.736221626,0.050919927,0.479655549
HGNC:18008,0.988975745,0.05088972,0.347572051
HGNC:53545,1.015014647,0.050869336,0.33563917
HGNC:12546,1.218454098,0.050854744,0.252897057
HGNC:5399,0.594200576,0.050806122,0.566473537
HGNC:53050,0.680747483,0.050792617,0.512532742
HGNC:18340,1.072873657,0.050755058,0.310232025
HGNC:44659,0.663886824,0.050752471,0.522792084
HGNC:32922,0.858470195,0.050727698,0.412095519
HGNC:3650,1.218040121,0.050723442,0.253047102
HGNC:40022,0.719455557,0.050718822,0.489448706
HGNC:4023,1.151458902,0.050715806,0.27813155
HGNC:16090,1.253960488,0.050682997,0.240295003
HGNC:10935,1.04822858,0.050678102,0.320868309
HGNC:28962,1.201404621,0.050671242,0.259136605
HGNC:25787,0.840639096,0.050656267,0.42152341
HGNC:7112,1.196888605,0.050653993,0.260810005
HGNC:6840,1.195355852,0.050649754,0.26137994
HGNC:25652,0.969737737,0.050648341,0.356588567
HGNC:41910,0.661084791,0.050630104,0.524508929
HGNC:20993,1.172065234,0.050620428,0.270164231
HGNC:13431,0.585829327,0.05061619,0.571856048
HGNC:15808,1.003721199,0.050614739,0.34077642
HGNC:25879,0.6699242,0.050605175,0.519104367
HGNC:7797,1.032217409,0.050574558,0.327925992
HGNC:14592,1.162859688,0.05057236,0.273700706
HGNC:24200,0.886110742,0.050545157,0.397771528
HGNC:17646,1.206938405,0.050529295,0.257097912
HGNC:33277,0.80806096,0.050520924,0.439126722
HGNC:9806,1.214208741,0.05049292,0.254439209
HGNC:864,0.938521031,0.050492608,0.37158284
HGNC:14134,0.725177287,0.050460632,0.486092545
HGNC:7526,1.12007361,0.050438044,0.290623288
HGNC:10458,0.93612493,0.050427793,0.372752381
HGNC:7961,1.063631625,0.050418664,0.314188507
HGNC:534,0.962344997,0.050394395,0.360098813
HGNC:16684,1.244402875,0.050381529,0.243635547
HGNC:17452,0.676421103,0.050366947,0.515153527
HGNC:483,1.081340177,0.050360608,0.30664131
HGNC:17090,1.12295956,0.050341922,0.289456528
HGNC:27038,0.725810119,0.050340512,0.485722242
HGNC:31708,0.827362285,0.05033277,0.428638514
HGNC:13787,0.992397271,0.050326466,0.345986293
HGNC:24827,0.689986421,0.050282257,0.506963323
HGNC:26265,1.196840967,0.050256403,0.260827703
HGNC:14728,0.899007597,0.050256204,0.391209096
HGNC:20209,0.976847236,0.050177678,0.3532366
HGNC:24452,1.065359138,0.050169536,0.313446035
HGNC:20854,0.938766581,0.050163925,0.371463137
HGNC:37226,0.970684278,0.050141679,0.356140949
HGNC:7764,0.6261704,0.050136182,0.546181664
HGNC:7450,1.037304682,0.050127432,0.325670891
HGNC:7217,1.093066659,0.050125376,0.301721183
HGNC:25372,1.040384985,0.050119253,0.324311174
HGNC:30002,1.157144589,0.050092657,0.275914768
HGNC:24937,1.164259939,0.050088621,0.273160405
HGNC:29623,0.803201133,0.050069806,0.441794438
HGNC:1043,1.000524563,0.050069131,0.342241151
HGNC:17290,1.082291345,0.050066188,0.306239926
HGNC:25391,0.895261213,0.050025506,0.393107464
HGNC:13249,0.892624868,0.050022931,0.394447251
HGNC:2180,1.194156846,0.050009548,0.261826476
HGNC:14536,0.628794827,0.049999511,0.544534702
HGNC:12520,1.169567582,0.049976126,0.27112012
HGNC:10445,0.987303102,0.049968061,0.348349222
HGNC:16128,1.054235433,0.049940432,0.318250549
HGNC:42455,1.15221914,0.049933843,0.277834326
HGNC:12288,0.684959847,0.049900425,0.509988834
HGNC:44121,1.065422736,0.049892716,0.313418727
HGNC:28816,1.153310647,0.049883168,0.277408029
HGNC:28763,1.037869591,0.049873622,0.325421204
HGNC:24435,1.224024568,0.049867214,0.250885078
HGNC:9989,1.13548658,0.04985475,0.284434607
HGNC:32007,0.67966512,0.049850428,0.513187643
HGNC:4028,0.93868277,0.049840399,0.37150399
HGNC:2442,0.863240842,0.049830984,0.409598021
HGNC:34427,1.169767848,0.049823912,0.271043376
HGNC:25087,0.96794763,0.049818887,0.357436237
HGNC:12788,0.934128215,0.049790767,0.373729012
HGNC:20356,1.122005509,0.049781716,0.289841833
HGNC:14737,0.908390504,0.049778715,0.386483129
HGNC:41912,1.052552982,0.049778223,0.318982104
HGNC:18629,1.047739161,0.04975572,0.321082317
HGNC:16472,1.035890161,0.049723246,0.326296741
HGNC:24432,0.952324819,0.049674998,0.364896927
HGNC:14823,0.88501548,0.049674492,0.398332391
HGNC:9786,1.171094265,0.049663043,0.270535515
HGNC:15901,0.9684755,0.049661527,0.357186121
HGNC:26404,0.599692912,0.049639826,0.562957557
HGNC:5452,0.722840112,0.049629418,0.487461691
HGNC:31073,0.961447148,0.049628792,0.360526852
HGNC:27923,0.922887077,0.049615745,0.379261721
HGNC:23405,1.063242837,0.049614186,0.314355791
HGNC:18911,0.837270886,0.04961002,0.423320763
HGNC:31412,0.765033664,0.049582017,0.463120287
HGNC:29441,1.103222965,0.049567572,0.297509579
HGNC:4803,1.158116278,0.049565919,0.275537328
HGNC:41035,0.90106842,0.049539812,0.390167608
HGNC:28606,1.113235837,0.049527505,0.293402453
HGNC:4412,1.049592131,0.049516509,0.320272644
HGNC:29442,0.728895863,0.049506367,0.483919167
HGNC:10742,1.099125463,0.049493121,0.299203184
HGNC:2265,1.132180805,0.049488495,0.285753131
HGNC:6184,1.077393609,0.049487117,0.308311067
HGNC:37253,0.932091908,0.049481399,0.37472691
HGNC:7181,1.206931615,0.04947548,0.257100405
HGNC:21087,1.151354311,0.049468073,0.278172461
HGNC:18279,0.826888249,0.049451843,0.428894052
HGNC:26930,0.954259031,0.049445635,0.363967124
HGNC:11985,1.101288985,0.049443359,0.298308011
HGNC:29800,0.942519097,0.049424512,0.369637293
HGNC:1037,1.084750237,0.04940605,0.305204179
HGNC:18157,1.216980362,0.049393045,0.253431538
HGNC:1383,1.146259229,0.049378744,0.280171197
HGNC:23993,0.957031762,0.049371127,0.362637251
HGNC:22988,1.131487405,0.049354268,0.286030308
HGNC:26543,0.856484629,0.049348745,0.41313809
HGNC:19950,0.882259827,0.049347199,0.399745964
HGNC:34333,1.094681607,0.049330913,0.301048418
HGNC:26434,1.023141139,0.049326674,0.331978657
HGNC:16017,1.201253694,0.049314687,0.259192391
HGNC:19092,0.830376261,0.049300998,0.42701619
HGNC:21020,0.876865468,0.049284711,0.402523299
HGNC:16062,0.961663165,0.049281535,0.360423834
HGNC:24182,1.026989427,0.049256091,0.330255758
HGNC:1875,1.044769667,0.049248702,0.322383117
HGNC:13404,0.938972362,0.049242869,0.371362842
HGNC:9954,0.761780736,0.049242836,0.464968423
HGNC:6502,1.108427031,0.049234879,0.295369387
HGNC:28769,1.136112999,0.049218844,0.284185299
HGNC:24215,0.712912054,0.049217316,0.493304688
HGNC:2316,1.141467,0.049214774,0.282061495
HGNC:20380,0.835893968,0.049213156,0.424057024
HGNC:12558,1.150386314,0.049186436,0.278551321
HGNC:16882,1.036136358,0.049186015,0.326187746
HGNC:28495,0.668640882,0.049136578,0.519886922
HGNC:213,0.745716482,0.049112039,0.474165223
HGNC:53657,1.06087266,0.049091032,0.315377085
HGNC:14907,0.908689578,0.049071121,0.386333162
HGNC:29560,1.198551161,0.049044652,0.260192937
HGNC:10009,0.917705663,0.049038355,0.381831639
HGNC:17198,0.852951489,0.049037145,0.414997757
HGNC:7750,0.649802326,0.049009507,0.53145586
HGNC:36395,0.918810964,0.049007088,0.381282379
HGNC:16686,1.202848782,0.048979757,0.258603308
HGNC:6696,1.011748105,0.048978369,0.337119072
HGNC:26926,1.21198604,0.048966847,0.255249657
HGNC:24783,1.154046501,0.048959195,0.277120928
HGNC:30477,0.737933981,0.048956187,0.47866241
HGNC:6242,1.139386745,0.048948831,0.282885187
HGNC:15629,0.947776003,0.048933079,0.367090423
HGNC:15939,0.890036632,0.048929956,0.395765722
HGNC:21343,1.015067875,0.048929016,0.335615095
HGNC:11241,1.14731099,0.048924578,0.279757674
HGNC:5971,1.092529026,0.048923869,0.301945412
HGNC:21210,0.650249713,0.048915827,0.531179357
HGNC:307,1.008298025,0.048877005,0.338687433
HGNC:26107,0.671806648,0.048865499,0.517957753
HGNC:3609,1.095382639,0.048858896,0.30075674
HGNC:26674,0.740065522,0.048846522,0.477427982
HGNC:14821,0.804354453,0.048845582,0.441160365
HGNC:14537,1.120863264,0.048822417,0.290303673
HGNC:42961,1.026375565,0.048797154,0.330530134
HGNC:11724,0.796222046,0.048770928,0.445644381
HGNC:9392,1.195122619,0.048769948,0.261466753
HGNC:8508,0.984628818,0.048767914,0.349594468
HGNC:36629,1.085104442,0.048767028,0.305055202
HGNC:21969,0.918174209,0.04876343,0.381598734
HGNC:54218,0.81914927,0.048748915,0.433080506
HGNC:37353,1.022555923,0.048743292,0.332241255
HGNC:10580,0.748411741,0.04874162,0.472614078
HGNC:1630,1.174418677,0.048714262,0.269266001
HGNC:35855,0.846583618,0.048688762,0.418364039
HGNC:15911,0.944820554,0.048672152,0.368520708
HGNC:20059,1.071694229,0.048669003,0.31073479
HGNC:23519,1.008562509,0.048627289,0.338567009
HGNC:14222,1.15781996,0.048627164,0.275652385
HGNC:26600,1.181052727,0.048611622,0.266746871
HGNC:11060,1.061386818,0.048606443,0.315155322
HGNC:19840,1.048726381,0.048576789,0.320650747
HGNC:44160,1.057848384,0.04856316,0.316683916
HGNC:73,0.909819786,0.048548709,0.38576681
HGNC:18695,0.886527275,0.048512089,0.397558376
HGNC:30454,0.997010028,0.048512087,0.343856961
HGNC:17776,0.720402579,0.048487793,0.488892213
HGNC:44101,1.150584538,0.048484799,0.278473705
HGNC:18262,1.033531237,0.048455402,0.327342465
HGNC:30873,1.077061243,0.048450655,0.308452008
HGNC:30140,1.087782684,0.048445634,0.303930572
HGNC:19260,1.043148303,0.048429405,0.323095054
HGNC:18277,1.092071196,0.048428752,0.30213646
HGNC:6266,1.092929705,0.048427533,0.30177829
HGNC:29021,1.081897408,0.048419074,0.306406114
HGNC:29216,1.077762615,0.04841576,0.308154647
HGNC:16735,0.880921833,0.048413769,0.400433586
HGNC:30391,1.167882908,0.048409868,0.271766395
HGNC:6564,0.835794223,0.048400039,0.424110393
HGNC:9283,1.013371746,0.048348414,0.336382873
HGNC:24802,0.74364333,0.048337588,0.47536056
HGNC:28537,1.163724006,0.048333496,0.2733671
HGNC:24506,0.870258055,0.048328054,0.405943538
HGNC:592,0.988809086,0.048317804,0.347649429
HGNC:26820,0.897102146,0.048302365,0.392173814
HGNC:8964,1.123311401,0.048292584,0.289314534
HGNC:27028,0.616412062,0.048284007,0.552330711
HGNC:29346,0.892623,0.048280697,0.394448202
HGNC:6261,1.015420683,0.048269491,0.335455557
HGNC:30539,0.857624324,0.048267041,0.412539443
HGNC:919,0.860657685,0.048264331,0.410949033
HGNC:33227,0.931823342,0.048244882,0.374858665
HGNC:1512,1.012974085,0.048240362,0.33656307
HGNC:4035,1.153655145,0.048239677,0.27727359
HGNC:26504,1.091725418,0.04819998,0.302280812
HGNC:6010,0.88117049,0.048192265,0.400305734
HGNC:41906,0.750534223,0.048166315,0.471394868
HGNC:24713,0.893600061,0.04815827,0.393951284
HGNC:23169,1.094197149,0.048092173,0.301250114
HGNC:16009,0.805596739,0.048082321,0.440478061
HGNC:1455,1.145349796,0.04807094,0.28052915
HGNC:42181,0.921813125,0.04806799,0.379793366
HGNC:31815,0.766960539,0.048026533,0.462027798
HGNC:10780,1.018146076,0.048017803,0.334225066
HGNC:27948,1.07837946,0.048014704,0.307893306
HGNC:233,1.08397905,0.048011661,0.30552873
HGNC:52772,1.151232941,0.048010161,0.278219941
HGNC:8092,1.032891077,0.04800607,0.327626689
HGNC:543,1.122161058,0.047989548,0.289778985
HGNC:29904,0.831587513,0.047940316,0.42636539
HGNC:1994,0.7441081,0.047914471,0.475092415
HGNC:16703,0.739110037,0.047910733,0.477981075
HGNC:6831,1.029921445,0.047876597,0.328947616
HGNC:22985,0.808301343,0.047876068,0.438995048
HGNC:25918,1.057100302,0.047849873,0.317007811
HGNC:8617,0.996999858,0.047847064,0.343861645
HGNC:697,1.02033485,0.047833069,0.333239314
HGNC:5925,0.867326723,0.047810332,0.407467372
HGNC:8885,0.757347036,0.047803218,0.467495105
HGNC:3757,0.597243078,0.047802873,0.564524326
HGNC:42948,0.84717264,0.047802133,0.418051876
HGNC:25394,0.977596499,0.047794361,0.352884697
HGNC:10536,1.125416649,0.047789852,0.288466054
HGNC:6922,0.929061567,0.047775072,0.376215491
HGNC:24027,0.701577426,0.047765669,0.500028764
HGNC:6723,1.145192397,0.047765413,0.280591138
HGNC:34449,0.988153202,0.047721723,0.347954074
HGNC:4579,0.914670818,0.047713908,0.383342661
HGNC:17300,1.034459567,0.047705113,0.326930629
HGNC:5965,1.065429265,0.04769888,0.313415924
HGNC:29873,1.037053425,0.047694149,0.325781992
HGNC:2296,0.991607248,0.047634932,0.346351962
HGNC:27989,0.775030595,0.047627148,0.457470549
HGNC:22935,0.866989794,0.047606836,0.407642777
HGNC:25176,0.966459256,0.047597036,0.358142153
HGNC:1099,1.012670262,0.047585877,0.336700795
HGNC:24239,0.811458492,0.047578382,0.43726813
HGNC:28792,0.615187017,0.047576649,0.553105448
HGNC:33731,0.70323028,0.047571562,0.499044712
HGNC:25678,0.700667022,0.047548519,0.5005713
HGNC:26490,0.822094643,0.047528266,0.431483943
HGNC:2768,1.044158911,0.047517374,0.322651159
HGNC:23631,0.971310727,0.0474741,0.355844929
HGNC:983,1.03762626,0.047469911,0.325528737
HGNC:25186,0.990615477,0.047455345,0.34681142
HGNC:15899,1.057962568,0.047450186,0.316634501
HGNC:21948,1.100817286,0.047436377,0.298503002
HGNC:32235,1.010166371,0.047428948,0.33783743
HGNC:18532,0.741890644,0.047409344,0.476372626
HGNC:30362,0.743829338,0.047388105,0.475253233
HGNC:21156,1.105832349,0.047387182,0.296434953
HGNC:8982,1.022332343,0.047381469,0.33234162
HGNC:28737,1.03756327,0.047354863,0.325556578
HGNC:23060,0.645051559,0.047348354,0.534397267
HGNC:773,0.759052435,0.047333933,0.466522181
HGNC:25363,1.015439326,0.047310307,0.335447129
HGNC:23479,1.028697223,0.047305705,0.329493335
HGNC:23569,0.756331627,0.047287929,0.468075016
HGNC:26801,0.970744448,0.047278315,0.356112509
HGNC:12203,1.012238596,0.047274962,0.336896544
HGNC:2577,1.14462929,0.047265609,0.280812998
HGNC:31106,0.589451923,0.047257551,0.569523324
HGNC:18036,0.889528166,0.047244736,0.396025104
HGNC:564,0.866224445,0.047236816,0.408041413
HGNC:6280,0.859901043,0.047233011,0.411345347
HGNC:26970,1.102321452,0.047200071,0.297881556
HGNC:37096,0.8933762,0.047174573,0.394065097
HGNC:9288,0.918655401,0.047173593,0.381359649
HGNC:6267,0.772262916,0.047165778,0.459030162
HGNC:39354,0.981980977,0.047160137,0.350830646
HGNC:1337,1.016811153,0.047160019,0.334827348
HGNC:28159,1.106920685,0.047149673,0.295987638
HGNC:29211,0.629094199,0.047125423,0.544347014
HGNC:26428,1.076261312,0.047116312,0.308791424
HGNC:18540,1.048041615,0.047092175,0.320950051
HGNC:22202,0.585596123,0.047085866,0.572006398
HGNC:21674,0.840358172,0.047074474,0.421673117
HGNC:18860,1.04173196,0.047071288,0.323717945
HGNC:7050,1.076635347,0.047046824,0.308632683
HGNC:4426,0.951152361,0.047005213,0.365461385
HGNC:33965,0.683378408,0.047002258,0.510942984
HGNC:2202,1.102452839,0.046989818,0.297827321
HGNC:28981,0.827573164,0.046968044,0.428524869
HGNC:31907,1.006996869,0.04692358,0.339280338
HGNC:11070,0.638340503,0.046909502,0.538568671
HGNC:1764,1.044379719,0.046907647,0.322554234
HGNC:1667,1.034208954,0.046880508,0.32704177
HGNC:16386,1.040864397,0.046852362,0.324099938
HGNC:5724,1.037284701,0.046825918,0.325679726
HGNC:14453,1.078142987,0.046824665,0.307993473
HGNC:23094,0.815100171,0.04681224,0.435281856
HGNC:30403,0.751314926,0.046796188,0.470946921
HGNC:18905,0.965021672,0.046779324,0.358824951
HGNC:16699,1.077868224,0.046776722,0.308109891
HGNC:37200,0.892378319,0.046773039,0.394572712
HGNC:11503,0.585890814,0.046746965,0.57181641
HGNC:24305,1.038410672,0.046746583,0.325182185
HGNC:18038,0.599076102,0.046746241,0.563351801
HGNC:15108,1.072520559,0.046741024,0.310382477
HGNC:34237,1.010084802,0.04672665,0.337874506
HGNC:25623,0.807885155,0.04672355,0.439223038
HGNC:1698,0.875908995,0.046718174,0.403017154
HGNC:37784,0.639008375,0.046690003,0.538152688
HGNC:15025,1.03506835,0.046677366,0.326660766
HGNC:5581,1.07803401,0.04666653,0.308039643
HGNC:16234,1.068382692,0.046636571,0.312149778
HGNC:235,0.661467191,0.046622364,0.524274429
HGNC:51542,1.035128597,0.046587622,0.326634069
HGNC:7227,1.054617656,0.046587167,0.318084531
HGNC:24426,0.874308476,0.046554248,0.403844495
HGNC:223,0.795582658,0.046546463,0.445998206
HGNC:25239,0.934881503,0.04652227,0.373360348
HGNC:15936,1.103855239,0.046510068,0.29724891
HGNC:14357,0.928188543,0.046489371,0.376645132
HGNC:27288,0.764453445,0.046429764,0.463449586
HGNC:14867,0.934079518,0.046428509,0.373752854
HGNC:29007,0.914783369,0.046418211,0.383286547
HGNC:19906,0.479338664,0.046353453,0.642708895
HGNC:34443,0.741089565,0.046339175,0.476835657
HGNC:2315,0.850518192,0.046337012,0.416281874
HGNC:28757,1.092848102,0.046317331,0.30181232
HGNC:27234,1.058691172,0.046299989,0.31631932
HGNC:33856,0.733276702,0.046270524,0.481366625
HGNC:26430,0.843269942,0.046253314,0.420123168
HGNC:15388,1.02242006,0.046249539,0.332302241
HGNC:27007,0.87012099,0.046236561,0.406014702
HGNC:7316,1.141767268,0.046199369,0.281942758
HGNC:16858,0.925596093,0.046197827,0.377923033
HGNC:10936,1.02297486,0.046178575,0.332053254
HGNC:23038,1.068544528,0.046177939,0.312080512
HGNC:9844,0.923779325,0.046173602,0.378820432
HGNC:54400,0.816640931,0.046151305,0.434443313
HGNC:19839,0.727475466,0.046140937,0.484748613
HGNC:13717,0.914466528,0.046132529,0.383444529
HGNC:9316,1.072088574,0.046127349,0.310566619
HGNC:29663,0.97465229,0.046105027,0.35426898
HGNC:5949,0.669962908,0.046074683,0.519080774
HGNC:20247,0.677792052,0.046049947,0.514322171
HGNC:13538,1.011819721,0.04603005,0.337086574
HGNC:30546,1.004990194,0.046013436,0.340196253
HGNC:24010,0.955467429,0.046007431,0.363387109
HGNC:10606,1.01757436,0.045996423,0.334482909
HGNC:9857,1.092585062,0.04597912,0.301922035
HGNC:13655,0.670245092,0.045970445,0.518908801
HGNC:30185,1.063316642,0.045967724,0.31432403
HGNC:11566,0.944520865,0.045957446,0.368665968
HGNC:17068,0.989614231,0.045948935,0.347275726
HGNC:10981,0.538349167,0.045947992,0.602912354
HGNC:1966,0.971300802,0.045925265,0.355849618
HGNC:23214,1.060206376,0.045912077,0.315664641
HGNC:10661,0.738440144,0.045911073,0.478369094
HGNC:25195,1.049708389,0.045901342,0.320221896
HGNC:52404,0.866197306,0.0458907,0.408055553
HGNC:20880,0.967769276,0.045847281,0.357520774
HGNC:14860,0.825306983,0.045837466,0.429747211
HGNC:1548,0.993792054,0.045826026,0.345341404
HGNC:16920,1.115253754,0.045820036,0.292580129
HGNC:26245,0.754284595,0.045790831,0.469245509
HGNC:33864,0.781544495,0.045740879,0.453813628
HGNC:33829,0.777098099,0.045737236,0.456307759
HGNC:3435,0.953459455,0.045726345,0.364351282
HGNC:18931,0.92959505,0.045708893,0.375953122
HGNC:28498,0.398246467,0.045689112,0.699388108
HGNC:52800,0.794737544,0.045688191,0.446466162
HGNC:18179,1.094594684,0.045684339,0.301084599
HGNC:43973,0.617342557,0.045664163,0.551742669
HGNC:43618,0.699761384,0.045654168,0.501111357
HGNC:8974,0.979238085,0.045646202,0.352114605
HGNC:8690,0.82931982,0.045645441,0.427584362
HGNC:44920,0.694884513,0.045638744,0.504025758
HGNC:32335,0.900908273,0.045620385,0.390248471
HGNC:7623,0.738314063,0.045604961,0.478442146
HGNC:29178,0.917007422,0.045601183,0.382178909
HGNC:2085,1.059099059,0.045599108,0.316142981
HGNC:14452,1.105418675,0.045585794,0.296605115
HGNC:7802,0.792278908,0.045571596,0.44782941
HGNC:8750,0.92640068,0.045569282,0.377526094
HGNC:27701,1.068403875,0.045561244,0.312140712
HGNC:10006,1.009564999,0.04554345,0.33811085
HGNC:26557,0.925016241,0.045529081,0.378209287
HGNC:16064,0.916305796,0.045515975,0.38252809
HGNC:4977,1.060476573,0.045505697,0.315548005
HGNC:29675,1.050510647,0.045471783,0.319871866
HGNC:13632,1.022432541,0.045462306,0.332296638
HGNC:30512,0.733227472,0.045460937,0.481395262
HGNC:10389,1.040398358,0.045458919,0.32430528
HGNC:29418,0.880287734,0.045452748,0.400759752
HGNC:9448,0.901483944,0.045415539,0.389957851
HGNC:28572,0.61296253,0.045415148,0.554513834
HGNC:35236,0.910492001,0.045415067,0.385430241
HGNC:10495,0.926918488,0.045369047,0.377270794
HGNC:5172,0.740305985,0.045368836,0.477288852
HGNC:6873,0.339760561,0.045359397,0.741543593
HGNC:20083,0.611062851,0.045339653,0.555718194
HGNC:20330,1.023880092,0.045301091,0.3316473
HGNC:16805,0.740759125,0.045287025,0.477026738
HGNC:22234,0.688040483,0.045282116,0.508133282
HGNC:1973,0.9733229,0.045278536,0.35489533
HGNC:21391,0.696071645,0.045262457,0.503315372
HGNC:4510,1.043364036,0.045260691,0.323000257
HGNC:24056,1.037759096,0.045257912,0.325470031
HGNC:15967,0.707150058,0.045250593,0.496715817
HGNC:23113,0.692959915,0.045229567,0.505178758
HGNC:6168,1.054541126,0.0452278,0.318117766
HGNC:14351,0.810804218,0.045195454,0.437625634
HGNC:33762,1.032767702,0.045185106,0.327681487
HGNC:24241,1.011819014,0.045179241,0.337086895
HGNC:27954,1.031865869,0.045176647,0.328082259
HGNC:652,0.875504758,0.04517385,0.403226
HGNC:17854,0.99555689,0.045135676,0.344526701
HGNC:28381,1.046184189,0.045100409,0.32176298
HGNC:34407,0.949319416,0.045095529,0.366345097
HGNC:8512,0.878025116,0.045063088,0.401925107
HGNC:40870,0.839219573,0.045040553,0.422280262
HGNC:24991,0.654510229,0.044990996,0.528550463
HGNC:6011,0.793279206,0.044990003,0.447274438
HGNC:7510,0.960791512,0.044985548,0.360839653
HGNC:14479,1.096680627,0.044984993,0.300217268
HGNC:10966,1.02187233,0.044968253,0.332548193
HGNC:17359,0.92510645,0.044948433,0.378164744
HGNC:7959,0.666506198,0.044942543,0.521190205
HGNC:12791,0.918653674,0.044934369,0.381360507
HGNC:30828,0.813823341,0.044923856,0.435977582
HGNC:27997,0.592104438,0.044915442,0.567818638
HGNC:2295,0.826009778,0.044882628,0.429367882
HGNC:1772,0.820798491,0.044877448,0.432186042
HGNC:28203,0.998769944,0.044875157,0.343047129
HGNC:2438,0.799687107,0.044864814,0.443730133
HGNC:2082,0.903686942,0.044848593,0.388847112
HGNC:6286,0.757148614,0.044830927,0.467608389
HGNC:6936,0.869197869,0.044812218,0.40649421
HGNC:23494,1.052873775,0.044810158,0.318842519
HGNC:43748,0.977403183,0.044786016,0.352975466
HGNC:14268,0.987195228,0.044749462,0.348399389
HGNC:23130,0.904101433,0.044735749,0.388638379
HGNC:26887,0.757620465,0.04471762,0.467339027
HGNC:15768,1.04035572,0.044694108,0.324324072
HGNC:10939,0.896883801,0.044684357,0.392284468
HGNC:16112,0.698372909,0.044657919,0.501940043
HGNC:9344,1.071072365,0.044652307,0.311000129
HGNC:18915,0.94778841,0.044648445,0.367084427
HGNC:208,0.691501461,0.044640787,0.506053578
HGNC:29893,0.817252394,0.044628635,0.434110833
HGNC:15093,0.590797381,0.044626033,0.568658285
HGNC:22422,0.856351487,0.044601674,0.413208065
HGNC:28019,0.980357029,0.04459299,0.351590404
HGNC:28848,0.958684348,0.044580699,0.361846318
HGNC:21427,1.052309492,0.044578099,0.319088083
HGNC:11819,1.060821126,0.044569423,0.315399319
HGNC:11779,1.02241321,0.04456719,0.332305316
HGNC:2380,0.812505747,0.044566792,0.436696305
HGNC:28736,0.950450909,0.044565763,0.365799391
HGNC:24856,0.955278012,0.044558211,0.363477982
HGNC:490,0.893604594,0.044548737,0.39394898
HGNC:15132,0.80140918,0.044545896,0.442780827
HGNC:24489,0.946785674,0.044540452,0.367569241
HGNC:5200,0.784030897,0.044514798,0.45242284
HGNC:24265,0.957299911,0.044493635,0.362508828
HGNC:28924,0.752000738,0.044487618,0.470553647
HGNC:19720,0.970840302,0.044480644,0.356067205
HGNC:30520,1.077566221,0.044436013,0.30823789
HGNC:24956,0.889510315,0.044388911,0.396034212
HGNC:6144,0.756539573,0.044383467,0.467956218
HGNC:15920,0.905711665,0.044378742,0.387828241
HGNC:22995,0.951780878,0.044376595,0.365158718
HGNC:34349,0.768833042,0.044355255,0.460967746
HGNC:11324,1.007358579,0.044326993,0.339115438
HGNC:4687,1.049561115,0.044317242,0.320286183
HGNC:17288,0.893733653,0.04431277,0.393883376
HGNC:9997,0.787106848,0.044311821,0.450706177
HGNC:16015,0.745919196,0.044244944,0.474048446
HGNC:15916,0.81481023,0.044233758,0.435439775
HGNC:1639,0.75283267,0.044230901,0.470076864
HGNC:15391,0.805384638,0.044174541,0.440594504
HGNC:26021,1.029078733,0.044162306,0.329323197
HGNC:19744,0.996139661,0.044157126,0.34425799
HGNC:9767,0.858474222,0.044141963,0.412093407
HGNC:11871,0.988638707,0.044120809,0.347728547
HGNC:15991,0.669874579,0.044118314,0.519134612
HGNC:9057,1.019611348,0.044114246,0.333564913
HGNC:3583,0.925099171,0.044110996,0.378168338
HGNC:29360,1.077101466,0.044102341,0.308434948
HGNC:48823,0.905600075,0.044086471,0.387884345
HGNC:27900,0.985245773,0.044065576,0.349306899
HGNC:39782,0.694439642,0.044061366,0.50429213
HGNC:24176,0.671205367,0.044052257,0.518323832
HGNC:30086,0.902714033,0.044022937,0.389337369
HGNC:7153,0.875105807,0.044017801,0.40343219
HGNC:18933,0.648635149,0.044013089,0.532177622
HGNC:44328,0.513411197,0.043975837,0.619573135
HGNC:11842,1.059805444,0.043972606,0.315837772
HGNC:29119,0.930513445,0.043963959,0.37550176
HGNC:25991,0.952549336,0.043962523,0.36478891
HGNC:28471,0.767146646,0.043958143,0.46192237
HGNC:19580,0.644536468,0.043953978,0.534716757
HGNC:28600,0.50720236,0.043948633,0.623757431
HGNC:24024,0.861274523,0.043944819,0.410626141
HGNC:53170,0.548106075,0.043940667,0.596458377
HGNC:17890,1.061867018,0.043922012,0.314948314
HGNC:935,0.644821075,0.043919663,0.534540213
HGNC:2049,0.972096327,0.043910894,0.355473961
HGNC:2388,0.762618423,0.043833721,0.464492038
HGNC:24295,0.840030687,0.043811963,0.421847684
HGNC:18210,1.070225495,0.043761454,0.311361756
HGNC:89,1.036121373,0.04373522,0.326194379
HGNC:24529,0.833009502,0.043731186,0.425602225
HGNC:25605,0.81243674,0.043709868,0.436733969
HGNC:11752,0.857919518,0.043704139,0.412384484
HGNC:18028,0.440307824,0.043696136,0.669716203
HGNC:12525,1.052801767,0.043693733,0.318873847
HGNC:21356,0.836227023,0.043691643,0.423878853
HGNC:1483,0.846730827,0.043674906,0.418286008
HGNC:13890,0.992166455,0.043661009,0.346093099
